,Gyro 0,Gyro 1,Gyro 2,Orientation 0,Orientation 1,Orientation 2,Orientation 3,Sensor 0,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Timestamp
133,21.0,4.0,28.0,-11618.0,4220.0,4192.0,-9904.0,-5.0,-2.0,-11.0,-9.0,-1.0,-1.0,2.0,-8.0,0.31856250762939453
134,0.0,9.0,25.0,-11615.0,4223.0,4190.0,-9907.0,-5.0,-2.0,-11.0,-9.0,-1.0,-1.0,2.0,-8.0,0.320281982421875
135,0.0,9.0,25.0,-11615.0,4223.0,4190.0,-9907.0,0.0,-4.0,-3.0,5.0,0.0,3.0,7.0,-2.0,0.32209134101867676
136,0.0,9.0,25.0,-11615.0,4223.0,4190.0,-9907.0,0.0,-2.0,-2.0,-2.0,-1.0,-3.0,-3.0,2.0,0.3238675594329834
137,-16.0,16.0,17.0,-11613.0,4229.0,4189.0,-9908.0,0.0,-2.0,-2.0,-2.0,-1.0,-3.0,-3.0,2.0,0.32558250427246094
138,-16.0,16.0,17.0,-11613.0,4229.0,4189.0,-9908.0,1.0,0.0,3.0,0.0,-1.0,-3.0,-3.0,-3.0,0.3273615837097168
139,-16.0,16.0,17.0,-11613.0,4229.0,4189.0,-9908.0,0.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,0.329068660736084
140,-30.0,20.0,9.0,-11610.0,4238.0,4189.0,-9907.0,0.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,0.3308079242706299
141,-30.0,20.0,9.0,-11610.0,4238.0,4189.0,-9907.0,0.0,0.0,1.0,2.0,-2.0,-3.0,-6.0,-1.0,0.33260250091552734
142,-30.0,20.0,9.0,-11610.0,4238.0,4189.0,-9907.0,-1.0,1.0,0.0,2.0,-1.0,-1.0,-8.0,1.0,0.3343040943145752
143,-11.0,26.0,9.0,-11610.0,4242.0,4188.0,-9905.0,-1.0,1.0,0.0,2.0,-1.0,-1.0,-8.0,1.0,0.3360130786895752
144,-11.0,26.0,9.0,-11610.0,4242.0,4188.0,-9905.0,-1.0,2.0,-5.0,-2.0,2.0,-5.0,-5.0,-1.0,0.33780384063720703
145,-11.0,26.0,9.0,-11610.0,4242.0,4188.0,-9905.0,2.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,2.0,0.3395841121673584
146,-33.0,21.0,4.0,-11609.0,4249.0,4189.0,-9903.0,2.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,2.0,0.3412930965423584
147,-33.0,21.0,4.0,-11609.0,4249.0,4189.0,-9903.0,0.0,1.0,-4.0,-6.0,-2.0,0.0,-4.0,-1.0,0.34307003021240234
148,-33.0,21.0,4.0,-11609.0,4249.0,4189.0,-9903.0,-2.0,0.0,1.0,1.0,-2.0,-3.0,0.0,-1.0,0.3447849750518799
149,-34.0,23.0,-5.0,-11609.0,4256.0,4190.0,-9900.0,-2.0,0.0,1.0,1.0,-2.0,-3.0,0.0,-1.0,0.3464808464050293
150,-34.0,23.0,-5.0,-11609.0,4256.0,4190.0,-9900.0,-1.0,-2.0,-2.0,0.0,-1.0,-1.0,-2.0,-1.0,0.3482680320739746
151,-34.0,23.0,-5.0,-11609.0,4256.0,4190.0,-9900.0,1.0,-2.0,-1.0,-5.0,-6.0,-2.0,-5.0,0.0,0.34996795654296875
152,-9.0,27.0,0.0,-11611.0,4258.0,4188.0,-9898.0,1.0,-2.0,-1.0,-5.0,-6.0,-2.0,-5.0,0.0,0.3516685962677002
153,-9.0,27.0,0.0,-11611.0,4258.0,4188.0,-9898.0,-1.0,-4.0,-2.0,-8.0,-1.0,-3.0,-2.0,0.0,0.35349583625793457
154,-9.0,27.0,0.0,-11611.0,4258.0,4188.0,-9898.0,-1.0,1.0,-3.0,-1.0,2.0,1.0,-5.0,-3.0,0.35523128509521484
155,-15.0,23.0,-2.0,-11612.0,4261.0,4186.0,-9896.0,-1.0,1.0,-3.0,-1.0,2.0,1.0,-5.0,-3.0,0.35694098472595215
156,-15.0,23.0,-2.0,-11612.0,4261.0,4186.0,-9896.0,0.0,-3.0,-9.0,-1.0,-3.0,-2.0,-8.0,-3.0,0.35871100425720215
157,-15.0,23.0,-2.0,-11612.0,4261.0,4186.0,-9896.0,-3.0,-1.0,8.0,10.0,0.0,0.0,5.0,0.0,0.3604464530944824
158,-51.0,17.0,-2.0,-11611.0,4268.0,4189.0,-9893.0,-3.0,-1.0,8.0,10.0,0.0,0.0,5.0,0.0,0.3621490001678467
159,-51.0,17.0,-2.0,-11611.0,4268.0,4189.0,-9893.0,-1.0,-3.0,0.0,3.0,2.0,0.0,-1.0,0.0,0.3639202117919922
160,-51.0,17.0,-2.0,-11611.0,4268.0,4189.0,-9893.0,0.0,-1.0,-1.0,1.0,0.0,-3.0,-6.0,-1.0,0.3656165599822998
161,-39.0,17.0,-6.0,-11610.0,4275.0,4191.0,-9890.0,0.0,-1.0,-1.0,1.0,0.0,-3.0,-6.0,-1.0,0.367307186126709
162,-39.0,17.0,-6.0,-11610.0,4275.0,4191.0,-9890.0,-3.0,2.0,3.0,0.0,-1.0,2.0,-3.0,-1.0,0.3691267967224121
163,-39.0,17.0,-6.0,-11610.0,4275.0,4191.0,-9890.0,1.0,0.0,0.0,3.0,3.0,-1.0,5.0,0.0,0.37082481384277344
164,13.0,16.0,-5.0,-11612.0,4274.0,4186.0,-9890.0,1.0,0.0,0.0,3.0,3.0,-1.0,5.0,0.0,0.37263917922973633
165,13.0,16.0,-5.0,-11612.0,4274.0,4186.0,-9890.0,-3.0,-2.0,-5.0,0.0,-3.0,-3.0,-2.0,1.0,0.3744649887084961
166,13.0,16.0,-5.0,-11612.0,4274.0,4186.0,-9890.0,-3.0,-2.0,-2.0,2.0,-1.0,-3.0,-1.0,0.0,0.3761866092681885
167,-8.0,8.0,-9.0,-11613.0,4274.0,4185.0,-9890.0,-3.0,-2.0,-2.0,2.0,-1.0,-3.0,-1.0,0.0,0.37789201736450195
168,-8.0,8.0,-9.0,-11613.0,4274.0,4185.0,-9890.0,0.0,-1.0,-3.0,5.0,0.0,1.0,4.0,0.0,0.3796696662902832
169,-8.0,8.0,-9.0,-11613.0,4274.0,4185.0,-9890.0,0.0,-2.0,2.0,-7.0,-4.0,3.0,4.0,0.0,0.38138413429260254
170,-15.0,2.0,-4.0,-11613.0,4274.0,4185.0,-9890.0,0.0,-2.0,2.0,-7.0,-4.0,3.0,4.0,0.0,0.38315486907958984
171,-15.0,2.0,-4.0,-11613.0,4274.0,4185.0,-9890.0,-1.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.384967565536499
172,-15.0,2.0,-4.0,-11613.0,4274.0,4185.0,-9890.0,0.0,0.0,-7.0,-7.0,-1.0,0.0,1.0,0.0,0.3867032527923584
173,1.0,3.0,3.0,-11613.0,4274.0,4185.0,-9890.0,0.0,0.0,-7.0,-7.0,-1.0,0.0,1.0,0.0,0.3884150981903076
174,1.0,3.0,3.0,-11613.0,4274.0,4185.0,-9890.0,1.0,-3.0,-2.0,-1.0,1.0,0.0,0.0,-2.0,0.3902294635772705
175,1.0,3.0,3.0,-11613.0,4274.0,4185.0,-9890.0,-3.0,-4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.39194250106811523
176,11.0,5.0,3.0,-11613.0,4273.0,4185.0,-9890.0,-3.0,-4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.39363908767700195
177,11.0,5.0,3.0,-11613.0,4273.0,4185.0,-9890.0,-2.0,0.0,3.0,8.0,-2.0,-1.0,-4.0,0.0,0.39547061920166016
178,11.0,5.0,3.0,-11613.0,4273.0,4185.0,-9890.0,-1.0,-3.0,-4.0,-5.0,0.0,-2.0,-6.0,-2.0,0.39717769622802734
179,-4.0,4.0,1.0,-11613.0,4273.0,4185.0,-9890.0,-1.0,-3.0,-4.0,-5.0,0.0,-2.0,-6.0,-2.0,0.3989830017089844
180,-4.0,4.0,1.0,-11613.0,4273.0,4185.0,-9890.0,0.0,-2.0,0.0,-4.0,-1.0,-1.0,1.0,0.0,0.4008040428161621
181,-4.0,4.0,1.0,-11613.0,4273.0,4185.0,-9890.0,-2.0,-3.0,4.0,1.0,-2.0,-1.0,-2.0,-2.0,0.4162263870239258
182,-6.0,10.0,5.0,-11613.0,4274.0,4185.0,-9890.0,-2.0,-3.0,4.0,1.0,-2.0,-1.0,-2.0,-2.0,0.41836023330688477
183,-6.0,10.0,5.0,-11613.0,4274.0,4185.0,-9890.0,1.0,-1.0,2.0,5.0,-3.0,-3.0,-3.0,-1.0,0.4245290756225586
184,-6.0,10.0,5.0,-11613.0,4274.0,4185.0,-9890.0,3.0,3.0,-6.0,-19.0,-8.0,0.0,2.0,-1.0,0.42795419692993164
185,-4.0,10.0,9.0,-11613.0,4273.0,4185.0,-9890.0,3.0,3.0,-6.0,-19.0,-8.0,0.0,2.0,-1.0,0.43023681640625
186,-4.0,10.0,9.0,-11613.0,4273.0,4185.0,-9890.0,-3.0,-2.0,4.0,11.0,5.0,0.0,-1.0,-3.0,0.43767857551574707
187,-4.0,10.0,9.0,-11613.0,4273.0,4185.0,-9890.0,0.0,0.0,-7.0,-14.0,-2.0,-3.0,1.0,-2.0,0.4455699920654297
188,-37.0,-15.0,13.0,-11609.0,4277.0,4190.0,-9891.0,0.0,0.0,-7.0,-14.0,-2.0,-3.0,1.0,-2.0,0.45325708389282227
189,-37.0,-15.0,13.0,-11609.0,4277.0,4190.0,-9891.0,2.0,-1.0,-3.0,1.0,-3.0,-6.0,-4.0,-2.0,0.46094393730163574
190,-37.0,-15.0,13.0,-11609.0,4277.0,4190.0,-9891.0,0.0,0.0,0.0,-2.0,3.0,1.0,6.0,-2.0,0.46920299530029297
191,1.0,-6.0,17.0,-11606.0,4278.0,4190.0,-9893.0,0.0,0.0,0.0,-2.0,3.0,1.0,6.0,-2.0,0.47223877906799316
192,1.0,-6.0,17.0,-11606.0,4278.0,4190.0,-9893.0,-9.0,-4.0,-3.0,7.0,3.0,4.0,5.0,-2.0,0.4747912883758545
193,1.0,-6.0,17.0,-11606.0,4278.0,4190.0,-9893.0,10.0,3.0,-7.0,-25.0,-3.0,5.0,22.0,17.0,0.48271822929382324
194,52.0,29.0,3.0,-11611.0,4273.0,4181.0,-9894.0,10.0,3.0,-7.0,-25.0,-3.0,5.0,22.0,17.0,0.489948034286499
195,52.0,29.0,3.0,-11611.0,4273.0,4181.0,-9894.0,3.0,2.0,-7.0,-24.0,1.0,0.0,4.0,-1.0,0.5070068836212158
196,52.0,29.0,3.0,-11611.0,4273.0,4181.0,-9894.0,0.0,-4.0,-8.0,30.0,8.0,-5.0,-14.0,-8.0,0.5106101036071777
197,73.0,40.0,1.0,-11616.0,4268.0,4165.0,-9897.0,0.0,-4.0,-8.0,30.0,8.0,-5.0,-14.0,-8.0,0.5139365196228027
198,73.0,40.0,1.0,-11616.0,4268.0,4165.0,-9897.0,-2.0,-1.0,9.0,-33.0,-6.0,-5.0,-3.0,-1.0,0.528515100479126
199,73.0,40.0,1.0,-11616.0,4268.0,4165.0,-9897.0,0.0,-1.0,-6.0,-24.0,-3.0,-2.0,-7.0,0.0,0.5378522872924805
200,9.0,35.0,-8.0,-11618.0,4272.0,4157.0,-9896.0,0.0,-1.0,-6.0,-24.0,-3.0,-2.0,-7.0,0.0,0.5410552024841309
201,9.0,35.0,-8.0,-11618.0,4272.0,4157.0,-9896.0,-3.0,-1.0,-14.0,19.0,5.0,0.0,0.0,-3.0,0.5431928634643555
202,9.0,35.0,-8.0,-11618.0,4272.0,4157.0,-9896.0,1.0,-3.0,10.0,13.0,-3.0,-6.0,-18.0,-4.0,0.5506985187530518
203,0.0,19.0,-1.0,-11620.0,4271.0,4155.0,-9895.0,1.0,-3.0,10.0,13.0,-3.0,-6.0,-18.0,-4.0,0.5524306297302246
204,0.0,19.0,-1.0,-11620.0,4271.0,4155.0,-9895.0,5.0,2.0,-2.0,-5.0,0.0,-2.0,2.0,15.0,0.5577991008758545
205,0.0,19.0,-1.0,-11620.0,4271.0,4155.0,-9895.0,-16.0,-3.0,9.0,6.0,1.0,0.0,10.0,-1.0,0.5657222270965576
206,-44.0,22.0,-2.0,-11620.0,4277.0,4158.0,-9891.0,-16.0,-3.0,9.0,6.0,1.0,0.0,10.0,-1.0,0.5732266902923584
207,-44.0,22.0,-2.0,-11620.0,4277.0,4158.0,-9891.0,3.0,-2.0,5.0,20.0,-5.0,-2.0,-7.0,-1.0,0.5987341403961182
208,-44.0,22.0,-2.0,-11620.0,4277.0,4158.0,-9891.0,-15.0,-2.0,9.0,7.0,1.0,3.0,44.0,-1.0,0.6026129722595215
209,-78.0,41.0,-10.0,-11619.0,4292.0,4158.0,-9886.0,-15.0,-2.0,9.0,7.0,1.0,3.0,44.0,-1.0,0.6064481735229492
210,-78.0,41.0,-10.0,-11619.0,4292.0,4158.0,-9886.0,-1.0,1.0,-8.0,4.0,-3.0,-2.0,-13.0,-5.0,0.6096491813659668
211,-78.0,41.0,-10.0,-11619.0,4292.0,4158.0,-9886.0,6.0,2.0,0.0,9.0,2.0,-1.0,-18.0,-5.0,0.6114399433135986
212,-38.0,46.0,-14.0,-11619.0,4307.0,4155.0,-9881.0,6.0,2.0,0.0,9.0,2.0,-1.0,-18.0,-5.0,0.6131513118743896
213,-38.0,46.0,-14.0,-11619.0,4307.0,4155.0,-9881.0,0.0,1.0,-7.0,-7.0,1.0,2.0,6.0,-2.0,0.6174819469451904
214,-38.0,46.0,-14.0,-11619.0,4307.0,4155.0,-9881.0,2.0,0.0,-8.0,-7.0,-1.0,-1.0,-9.0,-1.0,0.6253693103790283
215,-37.0,28.0,-14.0,-11619.0,4316.0,4153.0,-9878.0,2.0,0.0,-8.0,-7.0,-1.0,-1.0,-9.0,-1.0,0.641585111618042
216,-37.0,28.0,-14.0,-11619.0,4316.0,4153.0,-9878.0,-1.0,-3.0,-2.0,-14.0,-1.0,-1.0,-2.0,-2.0,0.6453700065612793
217,-37.0,28.0,-14.0,-11619.0,4316.0,4153.0,-9878.0,1.0,-3.0,3.0,9.0,1.0,1.0,-7.0,0.0,0.6566922664642334
218,-106.0,5.0,-7.0,-11615.0,4329.0,4165.0,-9871.0,1.0,-3.0,3.0,9.0,1.0,1.0,-7.0,0.0,0.6641421318054199
219,-106.0,5.0,-7.0,-11615.0,4329.0,4165.0,-9871.0,-3.0,-2.0,6.0,-1.0,-1.0,-1.0,5.0,-4.0,0.6660001277923584
220,-106.0,5.0,-7.0,-11615.0,4329.0,4165.0,-9871.0,5.0,1.0,-3.0,-2.0,0.0,3.0,-1.0,2.0,0.6677196025848389
221,-103.0,6.0,-9.0,-11612.0,4342.0,4180.0,-9864.0,5.0,1.0,-3.0,-2.0,0.0,3.0,-1.0,2.0,0.6694347858428955
222,-103.0,6.0,-9.0,-11612.0,4342.0,4180.0,-9864.0,-2.0,0.0,1.0,-4.0,-2.0,1.0,3.0,0.0,0.6775729656219482
223,-103.0,6.0,-9.0,-11612.0,4342.0,4180.0,-9864.0,0.0,0.0,11.0,7.0,-1.0,-4.0,-8.0,-3.0,0.6855978965759277
224,-42.0,8.0,-6.0,-11611.0,4346.0,4186.0,-9860.0,0.0,0.0,11.0,7.0,-1.0,-4.0,-8.0,-3.0,0.6932573318481445
225,-42.0,8.0,-6.0,-11611.0,4346.0,4186.0,-9860.0,-1.0,-2.0,-12.0,-23.0,-4.0,-2.0,0.0,0.0,0.7009944915771484
226,-42.0,8.0,-6.0,-11611.0,4346.0,4186.0,-9860.0,-1.0,0.0,-6.0,-4.0,-4.0,-1.0,-4.0,-3.0,0.7091608047485352
227,-27.0,45.0,4.0,-11613.0,4351.0,4188.0,-9855.0,-1.0,0.0,-6.0,-4.0,-4.0,-1.0,-4.0,-3.0,0.7122128009796143
228,-27.0,45.0,4.0,-11613.0,4351.0,4188.0,-9855.0,2.0,3.0,2.0,16.0,3.0,1.0,1.0,2.0,0.723313570022583
229,-27.0,45.0,4.0,-11613.0,4351.0,4188.0,-9855.0,1.0,3.0,0.0,-2.0,1.0,1.0,0.0,-1.0,0.7250955104827881
230,47.0,53.0,-1.0,-11619.0,4348.0,4178.0,-9853.0,1.0,3.0,0.0,-2.0,1.0,1.0,0.0,-1.0,0.7388532161712646
231,47.0,53.0,-1.0,-11619.0,4348.0,4178.0,-9853.0,1.0,-5.0,-3.0,-19.0,-9.0,-8.0,-7.0,-4.0,0.7468311786651611
232,47.0,53.0,-1.0,-11619.0,4348.0,4178.0,-9853.0,-1.0,-1.0,5.0,2.0,-2.0,-3.0,-4.0,0.0,0.7494852542877197
233,13.0,37.0,1.0,-11622.0,4347.0,4174.0,-9852.0,-1.0,-1.0,5.0,2.0,-2.0,-3.0,-4.0,0.0,0.7524130344390869
234,13.0,37.0,1.0,-11622.0,4347.0,4174.0,-9852.0,-1.0,0.0,-2.0,9.0,3.0,0.0,-2.0,-1.0,0.7601079940795898
235,13.0,37.0,1.0,-11622.0,4347.0,4174.0,-9852.0,-2.0,-1.0,-6.0,-5.0,-3.0,-1.0,-1.0,-1.0,0.7683610916137695
236,-5.0,26.0,21.0,-11621.0,4351.0,4171.0,-9852.0,-2.0,-1.0,-6.0,-5.0,-3.0,-1.0,-1.0,-1.0,0.770068883895874
237,-5.0,26.0,21.0,-11621.0,4351.0,4171.0,-9852.0,-4.0,3.0,6.0,4.0,3.0,1.0,2.0,-1.0,0.7833638191223145
238,-5.0,26.0,21.0,-11621.0,4351.0,4171.0,-9852.0,-2.0,-1.0,-7.0,5.0,2.0,-3.0,-3.0,-3.0,0.7861871719360352
239,29.0,1.0,10.0,-11623.0,4345.0,4169.0,-9854.0,-2.0,-1.0,-7.0,5.0,2.0,-3.0,-3.0,-3.0,0.7912545204162598
240,29.0,1.0,10.0,-11623.0,4345.0,4169.0,-9854.0,-1.0,0.0,4.0,7.0,1.0,-1.0,1.0,2.0,0.8074266910552979
241,29.0,1.0,10.0,-11623.0,4345.0,4169.0,-9854.0,0.0,0.0,-4.0,-2.0,1.0,0.0,-1.0,-2.0,0.8150732517242432
242,16.0,-19.0,3.0,-11623.0,4340.0,4171.0,-9856.0,0.0,0.0,-4.0,-2.0,1.0,0.0,-1.0,-2.0,0.8177957534790039
243,16.0,-19.0,3.0,-11623.0,4340.0,4171.0,-9856.0,0.0,1.0,6.0,1.0,-1.0,2.0,1.0,-1.0,0.8196475505828857
244,16.0,-19.0,3.0,-11623.0,4340.0,4171.0,-9856.0,-1.0,0.0,0.0,4.0,1.0,2.0,-1.0,1.0,0.8285114765167236
245,44.0,-21.0,6.0,-11624.0,4331.0,4167.0,-9860.0,-1.0,0.0,0.0,4.0,1.0,2.0,-1.0,1.0,0.8307411670684814
246,44.0,-21.0,6.0,-11624.0,4331.0,4167.0,-9860.0,-2.0,-2.0,-1.0,0.0,-3.0,1.0,-2.0,-2.0,0.8352916240692139
247,44.0,-21.0,6.0,-11624.0,4331.0,4167.0,-9860.0,-1.0,0.0,-1.0,2.0,-1.0,-2.0,-1.0,-2.0,0.8425326347351074
248,89.0,-28.0,-5.0,-11627.0,4316.0,4158.0,-9866.0,-1.0,0.0,-1.0,2.0,-1.0,-2.0,-1.0,-2.0,0.8499667644500732
249,89.0,-28.0,-5.0,-11627.0,4316.0,4158.0,-9866.0,0.0,-3.0,2.0,0.0,2.0,-3.0,1.0,0.0,0.8578000068664551
250,89.0,-28.0,-5.0,-11627.0,4316.0,4158.0,-9866.0,0.0,-3.0,-5.0,-14.0,-3.0,2.0,0.0,1.0,0.8658108711242676
251,52.0,-18.0,-9.0,-11630.0,4308.0,4153.0,-9869.0,0.0,-3.0,-5.0,-14.0,-3.0,2.0,0.0,1.0,0.8735101222991943
252,52.0,-18.0,-9.0,-11630.0,4308.0,4153.0,-9869.0,1.0,4.0,0.0,0.0,-3.0,-1.0,-1.0,-2.0,0.8815906047821045
253,52.0,-18.0,-9.0,-11630.0,4308.0,4153.0,-9869.0,2.0,-2.0,-1.0,0.0,-4.0,-3.0,-2.0,-2.0,0.8892993927001953
254,51.0,-14.0,-8.0,-11632.0,4302.0,4148.0,-9871.0,2.0,-2.0,-1.0,0.0,-4.0,-3.0,-2.0,-2.0,0.8921926021575928
255,51.0,-14.0,-8.0,-11632.0,4302.0,4148.0,-9871.0,-1.0,-5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.8960583209991455
256,51.0,-14.0,-8.0,-11632.0,4302.0,4148.0,-9871.0,-1.0,-3.0,2.0,5.0,3.0,2.0,1.0,2.0,0.9051978588104248
257,73.0,-8.0,-1.0,-11634.0,4293.0,4140.0,-9876.0,-1.0,-3.0,2.0,5.0,3.0,2.0,1.0,2.0,0.9100773334503174
258,73.0,-8.0,-1.0,-11634.0,4293.0,4140.0,-9876.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,-1.0,0.917689323425293
259,73.0,-8.0,-1.0,-11634.0,4293.0,4140.0,-9876.0,1.0,0.0,-13.0,-10.0,-1.0,0.0,-1.0,-1.0,0.9255931377410889
260,48.0,-17.0,-13.0,-11637.0,4286.0,4135.0,-9878.0,1.0,0.0,-13.0,-10.0,-1.0,0.0,-1.0,-1.0,0.9333682060241699
261,48.0,-17.0,-13.0,-11637.0,4286.0,4135.0,-9878.0,-2.0,0.0,-10.0,3.0,1.0,2.0,0.0,-1.0,0.9408364295959473
262,48.0,-17.0,-13.0,-11637.0,4286.0,4135.0,-9878.0,-1.0,-2.0,1.0,3.0,0.0,-1.0,0.0,1.0,0.9483335018157959
263,17.0,-17.0,-9.0,-11637.0,4283.0,4135.0,-9878.0,-1.0,-2.0,1.0,3.0,0.0,-1.0,0.0,1.0,0.9501180648803711
264,17.0,-17.0,-9.0,-11637.0,4283.0,4135.0,-9878.0,2.0,-1.0,0.0,1.0,0.0,-1.0,-5.0,-1.0,0.9551470279693604
265,17.0,-17.0,-9.0,-11637.0,4283.0,4135.0,-9878.0,-2.0,-1.0,1.0,-1.0,-4.0,-2.0,-1.0,-3.0,0.9626648426055908
266,46.0,-16.0,-1.0,-11639.0,4274.0,4132.0,-9881.0,-2.0,-1.0,1.0,-1.0,-4.0,-2.0,-1.0,-3.0,0.970134973526001
267,46.0,-16.0,-1.0,-11639.0,4274.0,4132.0,-9881.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.9786443710327148
268,46.0,-16.0,-1.0,-11639.0,4274.0,4132.0,-9881.0,0.0,0.0,6.0,3.0,-5.0,-3.0,-3.0,0.0,0.9860317707061768
269,28.0,-30.0,-5.0,-11641.0,4263.0,4133.0,-9883.0,0.0,0.0,6.0,3.0,-5.0,-3.0,-3.0,0.0,0.9926023483276367
270,28.0,-30.0,-5.0,-11641.0,4263.0,4133.0,-9883.0,-1.0,-4.0,-3.0,-6.0,-2.0,-3.0,-2.0,0.0,1.0007236003875732
